Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,-1,"Job Title

Data Scientist
Summary
As a key member of our team at RiverStone, you will be collaborating with different engineering and operations teams and leading development machine learning solutions for a variety of tasks and projects. You will be responsible for delivering projects from end-to-end: problem statement and conceptualization, proof-of-concept, and participation in final deployment. You will also perform ad-hoc statistical and data science analyses. Our ideal candidates are smart, creative, analytical thinkers with attention to detail. You will also work closely with data engineers, developers and modeling analysts to generate seamless business solutions. You will be expected to present results of analyses to a wide range of audiences including executives.
Essential Functions
Collaborate with multiple business and information technology units to understand company needs and propose solutions
Implement new statistical or other mathematical methodologies as needed for specific models or analysis.
Organize and synthesize data into actionable business decisions, focused on insights.
Related Functions:
Establishes and maintains effective working relationships, both internally and externally
Maintains and communicates on a regular basis the progress against department goals/objectives and priorities to Director of Data Science and Innovation
Compile, review, verify and analyze related external and internal insurance data including completed models for benchmarking of results
Organizational
Develops creative ideas and solutions to real time business problems and/or business opportunities; takes reasonable, calculated risks even if failure is possible.
Empowers self and teammates to continuously improve RiverStones business processes/ systems and develops and escalates ideas and solutions.
Consistently delivers superior customer service to both internal and external business partners.
Demonstrates alignment with RiverStones Commitments.
Prioritizes and organizes work in self-directed manner.
Attains and maintains knowledge of assigned department.
Performs other duties as required, including supporting and coordinating with other department colleagues.
Required Skills
Ability to tell meaningful stories with data.
Minimum four years of proven hands-on experience applying machine learning techniques to build models integrated into applications.
Strong working knowledge of machine learning/data mining algorithms (deep learning, classification, clustering, etc), experience with Image Analysis/Computer Vision is a plus.
Understand algorithms (be able to tweak them when needed) as well as infrastructure that enables fast iterations
Strong software development skills with proficiency in Python and R. Experienced user of libraries such as scikit-learn, scipy, R, NetworkX, Spacy, and NLTK.
Good understanding of deep learning algorithms and workflows, and experience with CNTK, Caffe, MXNet or TensorFlow is a plus.
Experience in Hadoop, Spark, Hive, Cassandra, Kafka and NoSQL databases is a plus
Familiarity with SQL programing
Experience
3+ years experience applying machine learning techniques to real business problems.
Property & Casualty Insurance experience encouraged, but not required

Required Education

Master of Applied Math, Machine Learning, Data Science, Statistics, Operations Research or related fields
Preferred Education or Certification

PhD of Applied Math, Machine Learning, Data Science, Statistics, Operations Research or related fields
Supervisory Role

None
Travel

Minimal, less than 10%
Work Environment / Physical Demands

This position operates in a professional cubicle based collaborative environment and must have the ability to timely produce thorough, accurate work with many competing demands, deadlines, and distractions. The position uses standard equipment such as phones, computers, copiers/printers and filing cabinets. Noise level is moderate. While this is a largely sedentary role, the employee is regularly required to talk or hear; stand; walk; bend; use hands to handle or feel; and reach with hands and arms. On occasion the individual must be able to lift and transport boxes weighing up to 30 pounds.

Other Duties (Disclaimer Statement)

RiverStone retains the right to change or assign other duties to this position as needed, OR

Other duties or responsibilities may change or be assigned as needed.
Core Competencies

32.) Learning on the Fly: Learns quickly when facing new problems; a relentless and versatile learner; open to change; analyzes both successes and failures for clues to improvement; experiments and will try anything to find solutions; enjoys the challenge of unfamiliar tasks; quickly grasps the essence and the underlying structure of anything.

51.) Problem Solving: Uses rigorous logic and methods to solve difficult problems with effective solutions; probes all fruitful sources for answers; can see hidden problems; is excellent at honest analysis; looks beyond the obvious and doesnt stop at the first answers.

52.) Process Management: Good at figuring out the processes necessary to get things done; knows how to organize people and activities; understands how to separate and combine tasks into efficient flow; knows what to measure and how to measure it; can see opportunities for synergy and integration where others cant; can simplify complex processes; gets more out of fewer resources.

56.) Sizing Up People: Is a good judge of talent; after reasonable exposure, can articulate the strengths and limitations of people inside or outside the organization; can accurately project what people are likely to do across a variety of situations.

22.) Ethics and Values: Adheres to an appropriate (for the setting) and effective set of core values and beliefs during both good and bad times; acts in line with those values; rewards the right values and disapproves of others; practices what he/she preaches.

61.) Technical Learning: Picks up on technical things quickly; can learn new skills and knowledge; is good at learning new industry, company, product, or technical knowledge like internet technology; does well in technical courses and seminars.

65.) Managing Vision and Purpose: Communicates a compelling and inspired vision or sense of core purpose; talks beyond today; talks about possibilities; is optimistic; creates mileposts and symbols to rally support behind the vision; makes the vision sharable by everyone; can inspire and motivate entire units or organizations.

14.) Creativity: Comes up with a lot of new and unique ideas; easily makes connections among previously unrelated notions; tends to be seen as original and value-added in brainstorming settings.

35.) Managing and Measuring Work: Clearly assigns responsibility for tasks and decisions; sets clear objectives and measures; monitors process, progress, and results; designs feedback loops into work.",3.0,"The RiverStone Group
3.0","San Diego, CA",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD)
Data Scientist,-1,"Search by Keyword

Search by Location


×

Send me alerts every days
alert frequency in every certain days
Create Alert

form.emailsubscribe-form {
display: none;
}
×

Send me alerts every days
alert frequency in every certain days

Share this Job

AddThis
Email
Facebook
Twitter
LinkedIn
Pinterest

Data Scientist

Apply now »

Date: Aug 13, 2020

Location:

Oak Ridge, TN, US

#job-location.job-location-inline {
display: inline;
}

Company:
BWX Technologies
Headquartered in Lynchburg, Va., BWX Technologies, Inc. (NYSE:BWXT) is a leading supplier of nuclear components and fuel to the U.S. government; provides technical and management services to support the U.S. government in the operation of complex facilities and environmental remediation activities; and supplies precision manufactured components, services and fuel for the commercial nuclear power industry. With approximately 6,100 employees, BWXT has nine major operating sites in the U.S. and Canada. In addition, BWXT joint ventures provide management and operations at a dozen U.S. Department of Energy and two NASA facilities. Follow us on Twitter @BWXTech and learn more at www.bwxt.com.

BWXT is currently seeking a, multi-talented Engineering Data Scientist to serve as a lead researcher for nuclear product development for its location in Oak Ridge TN or Lynchburg, VA.

Job Description/Duties:
Combines engineering or technical skill with data science techniques to enhance insights or implement machine learning for design, research, or production systems.
Deploys a range of data science techniques from statistical analyses to learning systems as appropriate to structured and unstructured data
Develops and deploys code and and a range of data science techniques on data engineering platforms making use of historical data sets or collected via instrumentation of development or production processes.
Lends data science expertise to other BWXT projects across the enterprise from ideation and scoping to commercialization that include power systems, chemical processing, and computer vision for manufacturing.
Satisfies research and development objectives to warrant continued investment toward product realization, both as research investigator creating new innovations and as support to engineers.
Job Qualifications/Requirements:
A minimum of a Bachelor’s Degree in a technical or computational field of study (e.g., nuclear engineering or design, statistics, bioinformatics, chemical engineering, electrical engineering, computer or software engineering. An Engineering Degree must be from an ABET-accredited university.
A minimum of 10 years of experience is required, however, an advanced degree may substitute for some years of experience. A Master's Degree or project experience employing multi-variable, multi-variate regression techniques and machine learning methods is preferred.
Strong C++, Python, and/or R analytical programming is required. The candidate must possess strong coding skills.
Project experience and skills in relevant technical field may substitute for some machine learning experience, but a foundational education in statistics and data science techniques to go along with background in software or computer engineering, electrical engineering, nuclear analysis and design, or other technical field is required. The successful candidate with a solid data science foundation and relevant technical background will have the opportunity for continued immersion and data science technique skill refinement.
Practice creating general linear and non-linear data models, Monte Carlo simulation, Gaussian mixture models, k-means clustering, hierarchical clustering, and/or support vector machine applications preferred.
Image processing, computer vision, and convolutional neural network algorithm development and filter modification skills is desired, using OpenCV, Tensorflow and similar packages is a plus.
Must be a US Citizen with no dual citizenship
BWX Technologies, Inc. (BWXT) embraces diversity of thought, values individuality, encourages new perspectives and provides equal opportunity in employment for all qualified employees and applicants without regard to race, color, religion, gender, sexual orientation, age, national origin, disability, veteran status, genetic information, or any other category protected by federal, state, and/or local law.

https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf

https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf

Nearest Major Market: Knoxville
Job Segment:
Chemistry, Database, Biotech, Scientific, Engineer, Science, Technology, Engineering

Apply now »

Find similar jobs:
Professional Jobs

×
Already a Member

You are already a user of this site. Please sign in.
Email*
Not you?

Password*

Forgot Password?

Sign in Cancel

required field

×
Already a Member

You are already a user of this site. Please sign in.
Email*
Not you?

Password*

Forgot Password?

Sign in Cancel

required field

×
Create Profile

Working...

Next »

×
Create Profile

Working...

Next »",3.6,"BWX Technologies
3.6","Oakridge, TN",5001 to 10000 Employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD)
Data Scientist,"$83K-$134K
(Glassdoor Est.)","Aspiration is the first VC-backed neobank on a mission to be the leading consumer financial services brand and company focused on sustainability and the environment. At Aspiration, we created the category of sustainable, socially responsible retail consumer finance. We offer unique financial products to let people save, spend, and invest their money in ways that make them more financially secure and align with their personal values. Unlike other financial institutions, Aspiration is committed to building a relationship with our customers based on trust and aligning the customer’s success with our own. Aspiration has raised over $200M in funding to date, and is growing quickly.

Aspiration is looking for a Data Scientist to help design and develop machine learning models to drive our business forward. This role will play a pivotal role in implementing machine learning models across our products as well as, running high business impacting analytics that will help us provide the best possible experience for our customers.
What You'll Do
Develop machine learning models, explore new prediction algorithms, construct new features, and research new technologies
Creatively leverage new and existing data to increase the effectiveness and efficiency of our decision-making infrastructure
Work with engineers to design machine learning solutions that operate quickly and effectively at scale
Apply good software development practices and actively contribute to production code where practical
Help build the next generation of data products at Aspiration
What You'll Bring
Bachelor’s degree in Data Science, Computer Science, Statistics, Mathematics, Physics, Engineering or a quantitative discipline
Masters/PhD degree in Data Science, Computer Science, Statistics, Mathematics, Physics, Engineering or a quantitative discipline preferred
4+ years of experience in a Data Science role
Strong practical knowledge of XGBoost and/or other supervised machine learning techniques
Proficient in Python specifically for Data Science: Pandas, SciKit Learn, NumPy, etc
Proficient in SQL and able to wrangle data from many disparate data sources, including JSON, XML, etc
Experience with R and other Data Science tools is a plus
Experience with GitHub is a plus
Experience with business intelligence tools, such as Looker, Tableau, etc is a plus
Experience with deploying Data Science models into production environments
Ability to work well in a collaborative team environment, and an eagerness to share skills, and develop best practices
Prior experience in FinTech is a plus
What You'll Get
Work for a mission-driven company to transform the lives of millions by building a better, values-oriented financial firm
Competitive Salary and Equity Incentives
Robust Healthcare Plans (medical, dental, vision)
401K & Unlimited Vacation Time
Diverse & Inclusive Culture",2.5,"Aspiration
2.5","Los Angeles, CA",201 to 500 Employees,2013,Company - Private,Brokerage Services,Finance,$1 to $5 million (USD)
Data Scientist,-1,"Job Tittle: Data Scientist
Location: Plano TX
Data Scientist M.S in Computer Science
Building and owning large scale machine learning models

Processing large datasets (predominantly text, but also images) and working with big data technologies, languages, and frameworks: SCOPE, Spark, SQL, Pytorch, Tensorflow, Python, C#, Java

Designing experiments, setting up evaluations, and producing trustworthy conclusions.

Over all 7+ years of IT experience

3+ years of experience in ML / Deep Learning, NLP, IR, databases, and graph algorithms.

1+ years of experience in parallel or distributed CPU/GPU processing, high performance computing, or stream computing.

Experience in deploying Machine Learning/ Deep Learning models in Azure/AWS/GCP.

Experience with Web applications and service architecture; Web information extraction is a plus.

Strong desire to keep up to date with research and potential applications.

Vision for how to advance the state of the art. m

Successful candidates care about good software engineering practices, including version control, modular design, code quality, testing, and documentation..",4.4,"Adwait Algorithm
4.4","Plano, TX",51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist/Research Scientist,"$83K-$144K
(Glassdoor Est.)","The U.S. Army Research Laboratory Computational and Information Sciences Directorate, DOD Supercomputer Resource Center, conducts research critical to the Army’s assured land power dominance into the deep future. We work with emerging computational platforms and architectures, advanced algorithms, new programming models, immersive visualization tools, virtual/augmented reality, machine/deep learning, and related areas. Our facilities include high performance computers, emerging processors, development platforms, neuromorphic processors and accelerators, and a 2-D/3-D and immersive visualization lab.

Parsons is seeking highly motivated, self-starting individuals to develop big data analytic capabilities for ARL and its customers, such as the acquisition and test & evaluation communities. Datasets are high dimensional, high volume, and highly heterogeneous. The individual will work with Army scientists and engineers to understand the data domain and current practices, while at the same time thinking outside the box and using their mathematical/statistical modeling expertise to develop next generation analytic workflows. The individual will work with team members and incorporate their models, and insights derived from those models, to develop user-facing visual analytic prototypes.

As a data science team member, you will:
Work with a multi-disciplinary team
Investigate new algorithms and novel approaches for analyzing large scale and heterogeneous datasets
Apply mathematics and statistics or the analysis of structured and unstructured data
Work with research teams to customize solutions to meet research, analysis and customer objectives
Prepare and present research findings at scientific seminars, conferences and workshops
Publish technical reports and refereed journal articles
Mentor more junior staff
Qualifications:
Bachelors, Masters or PhD in Computer Science, Engineering, Physics, Math, or Statistics
2+ years of relevant experience
Strong programming skills in one or more of: C, C++, Python, Java, CUDA, OpenCL
Experience with Linux
Strong math skills; experience with numerical linear algebra, machine learning, data structures, high performance computing
Good written and verbal communication skills and oral presentation skills
Proficient in scripting for data processing and analysis, in R, Python, MATLAB, etc.
Data collection, data cleaning, data wrangling over messy, heterogeneous data (text, numerical, video, geospatial)
Proof of U.S. citizenship is required due to government federal requirement
Applicants selected for employment may be subject to a federal background investigation and may need to meet additional eligibility requirements for access to classified information or materials
ABILITY TO OBTAIN AND MAINTAIN A SECRET CLEARANCE
Preferred:
Experience with existing machine learning algorithms, and/or built mathematical & statistical models for data mining purposes
Experience using data management, distributed data processing technologies such as Hadoop, Hive, Spark
Ability to work with data visualizations using JavaScript, R/Shiny, Python/Dash a plus. Experience working with advanced large scale visualizations, and/or geospatial visualizations
Must be able to obtain, maintain and/or currently possess a security clearance.",3.6,"Parsons Corporation
3.6","Aberdeen, MD",10000+ Employees,1944,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
Data Scientist,"$49K-$84K
(Glassdoor Est.)","WHO WE ARE

At Pilot Company, our care and commitment to our team members comes from a deeply rooted history that started nearly 60 years ago. Since that opening we have celebrated many accomplishments and have stayed true to our mission of connecting people and places with comfort, care and a smile at every stop. We are the largest operator of travel centers in North America serving over a million guests every day and we’re now starting a new chapter in our rich history.

We’re launching a brand-new Analytics Center of Excellence whose mission is to maximize the use of our rich data sets using the latest technologies and ways of working, growing our colleagues and communities along the way. We have gathered vast data sets that are fueled by a robust data infrastructure to support it. Now, we are in a position to use the richest data pool in our history to solve complex and interesting problems, so our team is growing and seeking bright professionals eager to be a part of the journey.

WHO YOU ARE
You have a Bachelor’s in Data Science, Computer Science, Engineering, Statistics and 5+ years experience required OR Graduate degree in a quantitative discipline and demonstrated Data Science skills, plus 2+ years work experience
You have deep expertise in Python or R and SQL and curious to learn more about Scala
You have experience with Big Data technologies and machine learning platforms like PySpark
Popular optimization frameworks and libraries (Python, Gurobi) have no secrets for you
WHAT YOU’LL DO

As a Data Scientist you will be an instrumental member of our Analytics Center of Excellence. You will apply exceptional expertise in artificial intelligence through the use of machine learning, data mining, and information retrieval to design, prototype and build next generation advanced analytics engines and services. Furthermore, you will:
Deliver systematic approaches, integrating work into applications and tools with our cross-functional teams of data engineers, business pioneers, analysts and developers
Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into statistical data products
Engineer features by using your business acumen that will improve analytical models and are easy to interpret
Effectively communicate the analytics approach and how it will meet and address goals to our business partners
Advocate and educate on the value of data directed outcomes making focusing on the ""how and why"" of solving problems
Every single day we are proud to make life better for our team members and our guests. We are fueling life's journeys and a career with Pilot is an opportunity to work hard, have fun and live up to your full potential. Do you want to become part of the Pilot family?

Pilot is an Equal Opportunity Employer. Pilot does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.
5508 Lonas Rd
Knoxville
TN",3.0,"Pilot Flying J
3.0","Knoxville, TN",10000+ Employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD)
Data Scientist,"$77K-$128K
(Glassdoor Est.)","Praescient Analytics, LLC (Praescient) is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 that specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. With over 40 contracts across 6 continents, over 70% of our employees are veterans and or have intel/law enforcement experience. We fully understand the unique challenges of our clients and work to identify, vet, implement, and enhance commercial and proprietary technologies to provide full scope solutions, because we have been there. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others.

Praescient Analytics is in search of a Data Scientist who has the ability to apply expert knowledge in statistical analysis, complex data mining, and artificial intelligence to make value out of data. Under little or no supervision, the Data Scientist will be able to provide consultations related to the data mining and analysis of data from a range of sources to transform raw data into concise and actionable insights.

Primary Responsibilities:
Designs and implements data-driven solutions, with specific focus on advanced analytical methods, data models, and visualizations.
Develop quantitative simulations and models to provide descriptive and predictive analytics solution recommendations.
Identifies trends and problems through complex big data analysis. Maintains current in emerging tools and techniques in machine learning, statistical modeling, and analytics.
Required Qualifications:
Advanced Degree (Masters or PhD) in Statistics, Applied Mathematics, Data Science, Computer Science, Operations Research or other closely related other quantitative or mathematical disciplines. A PhD degree may be substituted for up to three (3) years of experience.
Eight (8) years relevant experience in applied data science research or big data analytics.
Demonstrates knowledge of data mining methods, databases, data visualization and machine learning.
Ability to communicate analysis techniques, concepts, and products.
Ability to develop data-driven solutions, data models, and visualizations.
What you can expect from us:
Real opportunity for career growth in an environment where your achievements will be celebrated
Constant collaboration with numerous teams to ensure client success
A team that respects and embraces your ideas and expertise
Coworkers that are motivated by pursuing excellence, rather than the prospect of personal gain
A workplace dedicated to supporting and bettering public safety and government agencies
Benefits:
Very competitive salary based on qualifications and experience
Comprehensive, Company paid United Health Care Medical for you and your family (We pay your premiums and deductibles)
401(k) & 4% matching
Travel & performance incentives
3 weeks paid time off (plus Federal Holidays)
$5K annual training allowance
$500 book allowance
Tuition reimbursement program
Praescient Analytics is committed to providing equal employment opportunities for all. Employees and applicants without regard to race, color, age, religion, sex, sexual orientation, marital status, gender identity, national origin, legally protected physical or mental disability, genetic information, citizenship status, or status in the uniformed services of the United States, status as a disabled veteran or veteran of the Vietnam era, or on any other basis which is protected under applicable law. This includes a commitment to provide a work environment that is free from all forms of illegal harassment including sexual harassment.

This covers all terms and conditions of employment including (but not limited to):
Hiring, placement, promotion, transfer, or demotion of all job classifications;
Recruiting, advertising or solicitation for employment;
Treatment during employment;
Rates of pay or other forms of compensation;
Benefits;
Selection for training;
Company sponsored social and recreational activities; and
Layoff or termination
Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information.
US Citizenship Required
Praescient Analytics is an Equal Opportunity Employer.
Interested Candidates: Please forward your resume to recruiting@praescientanalytics.com and please visit our website to apply online at www.praescientanalytics.applicantstack.com/x/opening",3.2,"Praescient Analytics
3.2","Arlington, VA",51 to 200 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Scientist,-1,"Title: Data Scientist @ Springfield, VA
Terms of Hire: Full time.
Salary: $ 175,000–$190,000 / YR + Benefits

Job description
**Active TS/SCI Security Clearance Required***
Our client is looking for an energetic and experienced data scientist and or modeling expert with experience working within a Multi-Int environment.
Responsibilities:
Works with large structured / unstructured data sets, various rest/wms data services, multiple database programs and collection systems, in a modeling and analytical environment, solving hard intelligence problems and issues.
Uses exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data
Combines applied mathematics, programming skills, analytical techniques, and data to provide impactful insights for decision makers
Researches and implement optimization models, strategies, and methods to inform data management activities and analyses
Applies big data analytics tools to large, diverse sets of collection data to assess risk of adverse threat activities
Qualifications:
10 years of experience as an intelligence analyst (single-INT or all-source) utilizing data from multiple intelligence disciplines (HUMINT, SIGINT, GEOINT, OSINT, MASINT) required
Experience using spatial and statistical analysis techniques for performing problem solving against disparate datasets required
Scripting knowledge (JS, Python) is a huge plus and any experience using model based analytics programs like JEMA, NODE RED, etc. and software packages like SAS is beneficial
Active TS/SCI Clearance REQUIRED
Desired exp:
Keyhole Markup Language (KML) and GIS software such as Google Earth, ArcGIS
Experience using Joint Enterprise Modeling and Analytics software (JEMA), FADE/ MIST
Database administration and query languages (predominantly SQL Select statements),
Python expressions or other related scripting languages
HTTP, HTML, CSS and programming languages such as Java, JavaScript, Python and various web service frameworks
You Will Enjoy:
An opportunity to be a part of a great culture, an awesome team, a challenging work environment, and some fun along the way!
Apply today to learn more and be part of our Growth story.
All applications will be kept strictly confidential and once shortlisted, our team will be in touch with you for further discussions.",-1,CEDENT,"Springfield, VA",1 to 50 Employees,-1,Contract,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Data Engineer (Active TS SCI with Polygraph),-1,"Volume Integration, LLC partners with our customers to deliver leading edge ""Big Data"" analytics solutions.

By leveraging our teams' extensive experience in cloud capabilities and emerging technologies, we design and deploy custom solutions to unique and evolving challenges. Volume employees and their families are our number one priority, while also ensuring our customer's mission and success remain the primary focus and objective.

If you are a motivated individual willing to tackle challenging, and interesting problems in cyber security, big data, and machine learning, come be a part of our dynamic team!

Job Description

Volume Integration is seeking a highly motivated, self-directed professional to fill the role of Data Engineer. This position will be based at the customer site in the Reston, VA area. The applicant will be supporting a team of data scientists, and will be working with unstructured and structured data. Main tasks include Data Triage, Data Modeling, Data Cleansing, Data Staging and ETL.

Required Skills:
8+ years of experience in multiple modern program languages and data stores supporting activities listed in the position description.
Must be willing to learn new technologies.
Education Requirements:
Bachelor's degree with a technical focus
Desired Skills:

Experience with Data Science technologies
Excellent communication skills
Clearance Requirement;
Active TS SCI with Polygraph Clearance
Location:
Reston, VA
Many Volume positions require an active (or ability to obtain) U.S. Security Clearance, for which the US Government requires US Citizenship. Volume Integration, LLC. is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.",4.4,"Volume Integration, LLC
4.4","Reston, VA",51 to 200 Employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
Experienced Research Staff in Data Analytics or Machine Learning,-1,"What Your Job Will Be Like

We are seeking an outstanding research scientist or engineer experienced in data analytics or machine learning and motivated to make significant contributions to computer science or computational science research as part of our broad-based and diverse computing organization. This outstanding individual will focus on one or more of the following areas:

Exploratory/predictive data analytics
High-performance data analytics (e.g., scalable data analytics/machine learning)
Scientific Machine Learning for Multi-scale/multi-physics applications and numerical methods
Cognitive science (modeling, autonomy, neuroscience, neuromorphic computing)
Mathematical foundations of machine learning

Are you passionate about applying ground breaking data analysis or machine learning techniques to address national computing needs in energy, climate, and national security? On any given day, you may:

Conduct research and development to impact physics-based or data-centric applications
Collaborate with a diverse team of dedicated, multidisciplinary researchers to conceive state-of-the-art techniques and develop software to support the DOE mission
Brief program managers on project proposals or status to develop and maintain program funding
Collaborate with management on charting strategic research directions
Collaborate with team members on journal and/or competitive conference publications and conference presentations, as well as participating in scientific conferences

The Computer Science Research Institute is committed to nurturing a culture compatible with a broad group of people and perspectives in accordance with the changing makeup of the workforce. In support of this vision, CSRI actively recruits applicants from diverse backgrounds and fosters an inclusive community. Join our team and make a difference! Sandia Job Title: R&D Computer Science

Qualifications We Require

PhD in data science, applied mathematics, engineering, computer science, statistics, or physical science. Alternatively, you have a PhD. in a related field with a bachelor’s or master’s degree in science, technology, engineering, or mathematics (STEM).
Five or more years of research experience in data science/ML after your doctoral degree.
Possess an advanced computer programming experience.
Your research experience includes machine learning and data analytics.
A proven record of publication of results in peer-reviewed journals or competitive peer-reviewed conferences.
Qualifications We Desire

You have ten years of research experience in data science/ML after your doctoral degree.
Experience attracting, recruiting, supervising, and mentoring students, post-docs, and early-career researchers.
A dedication to encouraging an inclusive culture, as demonstrated in your application materials.
A proven record of sponsored research and experience in leading interdisciplinary research teams.
You have experience using advanced architectures (e.g., GPUs, FPGAs, or SoCs) for simulation, data analysis, or machine learning.
Research experience in exploratory/predictive data analytics, multi-scale/multi-physics simulations, high-performance data analytics, numerical methods, or cognitive science.
You have expertise in scientific programming for high performance parallel computing, including expertise with MPI-based parallel programming.
An expertise with data analytics/ML programming software tools (e.g. Python, R, Tensorflow, PyTorch, etc., or tools you have developed)
About Our Team

The Computer Science Research Institute (CSRI) at Sandia crafts technology and solutions for many of our nation's most demanding national security challenges, using state-of-the art computing facilities to address these challenges. Our portfolio spans the spectrum from fundamental research to state-of-the art applications. CSRI plays a large and growing role in the US and international community in the exploration, adaptation, adoption, development, deployment and dissemination of innovations for computer science and computational science/engineering.

The Albuquerque, New Mexico location offers a variety of nearby cultural and outdoor activities. Excellent compensation and benefits are available: the organization Family Friendly New Mexico recently named Sandia a 2020 Family Friendly Business at the platinum level, its highest designation! The Livermore, CA location is in proximity to the innumerable cultural opportunities of the Bay Area. Sandia’s dynamic and flexible work environment and surrounding areas support family friendly activities.

About Sandia

Sandia National Laboratories is the nation’s premier science and engineering lab for national security and technology innovation, with teams of specialists focused on cutting-edge work in a broad array of areas. Some of the main reasons we love our jobs:

Challenging work with amazing impact that contributes to security, peace, and freedom worldwide
Extraordinary co-workers
Some of the best tools, equipment, and research facilities in the world
Career advancement and enrichment opportunities
Flexible schedules, generous vacations, strong medical and other benefits, competitive 401k, learning opportunities, relocation assistance and amenities aimed at creating a solid work/life balance*

World-changing technologies. Life-changing careers. Learn more about Sandia at: http://www.sandia.gov
These benefits vary by job classification.
Security Clearance

Sandia is required by DOE to conduct a pre-employment drug test and background review that includes checks of personal references, credit, law enforcement records, and employment/education verifications. Applicants for employment need to be able to obtain and maintain a DOE Q-level security clearance, which requires U.S. citizenship. If you hold more than one citizenship (i.e., of the U.S. and another country), your ability to obtain a security clearance may be impacted.

Applicants offered employment with Sandia are subject to a federal background investigation to meet the requirements for access to classified information or matter if the duties of the position require a DOE security clearance. Substance abuse or illegal drug use, falsification of information, criminal activity, serious misconduct or other indicators of untrustworthiness can cause a clearance to be denied or terminated by DOE, resulting in the inability to perform the duties assigned and subsequent termination of employment.

EEO

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status and any other protected class under state or federal law.",4.0,"Sandia National Laboratories
4.0","Albuquerque, NM",10000+ Employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD)
