Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Big Data Machine Learning Engineer,-1,"Thusa is looking for Big Data Machine Learning Engineerto join the team. The ideal candidate is primarily responsible for end-user product development, deployment in production framework, data analytics technical support as well as leveraging best tools and techniques, and end-user training of new emerging analytics open source technologies. S/he is also the primary conduit for identifying, researching, and evaluating new and innovative technologies that enhance the organizations enterprise analytics and advanced analytics capabilities.

ESSENTIAL JOB FUNCTIONS
The ML Engineer works both independently and in collaboration with a cross-functional team of Data scientists and solution system architects to effectively develop, deploy, monitor, manage, and support AI/ML models and advanced analytics technology, data infrastructures, and underlying analytics use casesprimarily focused around open source technologies including cloud infrastructures.
This individual evaluates short/long-term business needs required to support key business goals and priorities and works to ensure Advanced analytics solutions are built and deployed in an effective and efficient manner on the Enterprise systems.
Under the guidance of the Groups Director and in cooperation with partners in decision science, technology, and data the Engineer will coordinate the development of on-premise and cloud-based analytical non-production and production infrastructure and tools providing computational and statistical capabilities to enhance business results and monetize on key data assets for business decision management solutions.
The Engineer will be working closely with data scientists, data mining experts, and business partner supporting the design of experiments and analytics, data sampling and mining, verification of data quality and information integrity, and best practices around the development and deployment of predictive/prescriptive models, DevOps operational systems and practices, and data visualization solutions.
The Engineer has responsibility for advising data scientists, Agile project teams, and solution architects in the integration of analytical models/methods into decision management solutions.
The Engineer will assist peers in best practices and in the selection and integration of appropriate tools to support required analytic products in close coordination with the organizations AI/AutoML analytics, digital intelligence engineers, solution/data architects, data integration developers, and data science community ensuring tight integration of functionality and toolsets.
REQUIRED QUALIFICATIONS
Bachelor's degree in computer science, electrical/electronic engineering or other engineering or technical discipline is required.
Minimum of 8 years of experience in IT and Big data software development is required
Minimum 3+ Predictive Analytics model implementation experience in production environments using ML/DL libraries like TensorFlow, H20, Pytorch, Sci-kit Learn.
Experience in using NLP, Bi/Visual analytics, Graph Databases like Neo4j/Tiger Graph is preferred,
Experiences in designing, developing, optimizing and troubleshooting complex data analytic pipelines and ML model applications using Spark, HDFS and other big data related technologies
Programming in Python, R or Scala using distributed frameworks like PySpark, Spark, SparkR
Working Knowledge in IDE environment/Tools like Jupyter, R Studio, GitHub, Docker, Jenkins
Solid knowledge of data warehousing such as Hadoop, MapReduce, HIVE, Apache Spark, as well as cloud base data storage: Google Cloud Storage with various formats (Parquet, JSON, ORC, Avro, delimited)
Solid understanding of databases such as DB2, Oracle, Teradata, MySQL, PostgreSQL
Extensive Experience with R and Python including language-specific and data science-oriented packages required.
Experience with Hadoop and Spark cluster, SparkSQL, Spark ML, and other third-party machine learning algorithms using Scala, PySpark and/or SparkR
Experience with Linux/Unix required
Exposure to Google Cloud services- GCP or any cloud environment.
Working experience on Apache Airflow
Experience in enterprise scale analytic solutions development and deployment with high performance, scalability, availability & reliability.
Certified Professional Google Data Engineer preferred
Candidate must be a self-starter and creative problem-solver with an innovative and curious mindset.
Must have a working knowledge of advanced technology uses cases in financial services including machine learning, interactive data visualization, cloud computing, and streaming analytics.
Strong communication skills and the ability to interact and collaborate with all levels of the organization.
A broad, enterprise-wide view of the business and varying degrees of appreciation for strategy, processes and capabilities, enabling technologies, and governance
The ability to recognize pain points within the organization, functional interdependencies and cross-silo redundancies. Those issues may exist in role alignment, process gaps and overlaps, and business capability maturity gaps
The ability to apply architectural principles, methods, and tools to business challenges
The ability to create capability portfolios and technical roadmaps addressing gaps
The ability to understand and recognize the economics of technology and the business goals
The ability to perform industry analysis and identify business and technology trends specific to the portfolio
The ability to visualize and create high-level models that can be used in future analysis to extend and mature the business architecture
The ability to assist business case creation and realization by aligning business goals to organizational capabilities
Strong situational analysis and decision-making abilities
Financial and/or Banking background preferred.
Thusa is dedicated to delivering holistic solutions through our customized qualifying methods in which we make the upfront investment to thoroughly qualify our talent. We take the time to build real relationships with our clients and resources. In addition to that, we go the extra mile to make sure that our workforce is happy, dedicated, and appreciated so that they will always be ready to deliver quality while on your clock. dedicated to delivering holistic solutions through our customized qualifying methods in which we make the upfront investment to thoroughly qualify our talent. We take the time to build real relationships with our clients and resources. In addition to that, we go the extra mile to make sure that our workforce is happy, dedicated, and appreciated so that they will always be ready to deliver quality while on your clock.

Our employees enjoy a work culture that promotes company priorities.

We treat our employees like family while providing on-going support for growth. We are not only looking for people who can do the job, we are also looking for our future leaders.

Powered by JazzHR",-1,Thusa Solutions,"Chicago, IL",-1,-1,-1,-1,-1,-1
Kafka Data Engineer (remote),"$62K-$114K
(Glassdoor Est.)","Summary
We exist to help people achieve financial clarity. At Thrivent, we believe money is a tool, not a goal. Driven by a higher purpose at our core, we are committed to providing financial advice, investments, insurance, banking and generosity programs to help people make the most of all they’ve been given.

At our heart, we are a membership-owned fraternal organization, as well as a holistic financial services organization, dedicated to serving the unique needs of our clients. We focus on their goals and priorities, guiding them toward financial choices that will help them live the life they want today—and tomorrow.

Join our newly created Data Office as the full-time Kafka Data Engineer! We are hiring for both a mid-level and a senior level Engineer. Bring your expertise in implementing modern data architectures and Data Streaming. We have a data streaming platform to enable frictionless data flow from business systems and 3rd party sources using publish/subscribe model. This role will require experience with hybrid platforms, cloud migration, publishing, development with newer technologies such as Spring Boot, KSQL/Stream Processing, data connectors such as Kafka, performance tuning, data quality and data visualization knowledge. You and will report to the Director of Information Delivery.
Job Description


Job Duties and Responsibilities
Partner on the design, deployment, and persistence of our new streaming platform unifies the data across organization, using Confluent Kafka.
As the senior level Engineer, you will be leading a group of engineers.
Design, Develop, Release & Support containerized microservices (OpenShift / Spring Boot) to transform and enrich topic data.
Lead reusable design and patterns for services and data processes within the platform.
Partner on setting standards, implementing tools, and creating documentation for self-serve data pipeline services supporting core engineering and professional services use cases.
Work with existing engineering teams to become data producers and consumers to and from Confluent Kafka.
Oversee and direct efforts to identify information and technology solutions that enable business needs and strategies.
Apply business knowledge and experience to effectively advise others on technology as an enabler.
Lead efforts to analyze IT industry and market trends and determine potential impacts.
Develop concepts and constructs necessary to create technology-enabled business systems.
Influence technology direction.
Provides thought leadership and execution to large complex efforts.
Utilize breadth of technical understanding and dive deep when necessary.
Consult on and manage initiatives to ensure alignment across multiple business and IT areas.
Proactively mitigate risks across multiple assets, information domains, technologies & platforms.
Provide leadership, mentoring and technical guidance to others to drive initiatives.
Facilitate communications that involve obtaining cooperation and agreement on issues that may be complex or controversial.
Utilize negotiation and persuasion to come to agreement and to effectively form partnerships.
Act as a change agent to continuously improve and move the organization forward.
Accountable to provide leadership to successfully deliver the right results on initiatives in a timely and effective manner.
Direct the work of others to lead initiatives that cross multiple assets, technologies, platforms, departments and vendors.
Ability to work within a diverse team of skillsets and experience levels to deliver results.
Required Job Qualifications
Bachelor’s degree or equivalent experience in MIS, Computer Science, Mathematics, Business or related field.
5+ years of experience in Technology related field including prior lead experience. For the senior level position require 8+ years of experience including 3+ years of lead experience.
Strong experience with event streaming such as (Kafka or Amazon Kinesis).
Experience with SQL and NoSQL databases (PostgreSQL, MongoDB, etc).
Proficient delivering services within AWS.
Experience with Confluent Kafka, penShift / SpringBoot is preferred.
Demonstrated ability to develop containerized microservices (Docker with Kubernetes) is preferred.
The ability to communicate cross-functionally, derive requirements and architect shared datasets; ability to synthesize, simplify and explain complex problems to different types of audiences.
Desire to show ownership of problems you identify and proven ability to empower others to get more done.
Thrivent provides Equal Employment Opportunity (EEO) without regard to race, religion, color, sex, gender identity, sexual orientation, pregnancy, national origin, age, disability, marital status, citizenship status, military or veteran status, genetic information, or any other status protected by applicable local, state, or federal law. This policy applies to all employees and job applicants.

Thrivent is committed to providing reasonable accommodation to individuals with disabilities. If you need a reasonable accommodation, please let us know by sending an email to human.resources@thrivent.com or call 800-847-4836 and request Human Resources.",3.5,"Thrivent
3.5","Chicago, IL",5001 to 10000 Employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Director of AI Product Management - Office of Data Science,"$68K-$121K
(Glassdoor Est.)","Advance your career at Liberty Mutual Insurance - A Fortune 100 Company!

Help bring Liberty Mutual into the future by advocating on behalf of all data scientists across the enterprise. The Director of AI Product Management will be a key member of the Office of Data Science Product Team. As the Director of AI Product Management you will advocate for DS efforts across the enterprise by acting as Product Owner over a team of ML engineers, helping to identify, measure and socialize DS initiatives and partnering with technology, business and the data science community (DSPRG) to promote collaboration and reuse. Liberty Mutual aspires to be the data science leader within the insurance industry and you will play a key role in partnering across the organization to make this happen.

Roles and Responsibilities:
Strategic Vision
Partner with the ODS Science team to engage the enterprise and identify top business opportunities for ML application (e.g. CV, NLP, Aerial Imagery, and Trusted AI).
Measure the value of data science at Liberty and communicate it to the enterprise.
Customer / Collaboration
Foster relationships across the LM enterprise. Promote and build excitement for data science.
Act as a change agent across the organization by influencing and driving strategic direction and investments in AI.
Collaborate with and influence key stakeholders and customers to embrace a product mindset and drive business outcomes.
Partner with the business, tech and data science leaders to jointly drive forward efforts to enhance DS/AI collaboration.
Model Deployment
Act as the product owner for a ML Engineering squad tasked with deploying models delivering ~$100M (and growing) in value to the enterprise.
Manages the existing program, onboards new customers and socialize the value of the portfolio
Vendor
Support DS and ML vendor engagements and purchasing decisions as the organization makes build vs buy vs research decisions
Key traits we are looking for:
Data Science Passion - you have a passion for making things better through data science.
Leadership - You are a passionate leader who can bring the enterprise together, gain cross team alignment and deliver results.
Customer Empathy - ability to try on the experiences of customers and stakeholders - especially those with conflicting viewpoints.
Problem solving - you can solve difficult problems efficiently with appropriate methodologies
Integrity - you build and maintain trust with your colleagues, stakeholders, partners, and leaders
Drive - you work smart and hard to succeed
Communication Skills - you can communicate to a wide variety of audiences adapting your technique as appropriate in a strategic manner
Qualifications:

A minimum of three years recent experience in a DS or technology product role with a proven track record of providing leadership on complex / challenging technical product delivery.
Demonstrated ability to think broadly across multiple good viewpoints
Knowledge of DS applications, DS infrastructure needs, and organizational challenges & obstacles as it relates to vetting, prototyping and scaling DS solutions
Excellent communication, analytical, interpersonal, organizational and team building skills, business judgement, and proven expertise in directing the efforts of agile teams
Experience of strongly influencing product strategy at a senior level and leading organizational change
Ability to continuously prioritize development based on business value and product strategy
Ability to create and foster consensus from the whole business for a coherent product vision
Ability to estimate ROI of complex projects

Benefits:
We value your hard work, integrity and commitment to positive change. In return for your service, it's our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Overview:
At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.
We're dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.",3.5,"Liberty Mutual Insurance
3.5","Warrenville, IL",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Sr. Data Engineer,"$75K-$140K
(Glassdoor Est.)","At Echo we are committed to help our Associates grow their career. Apply today and grow with Echo!
-
-",3.5,"Echo Global Logistics
3.5","Chicago, IL",1001 to 5000 Employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD)
Senior Data Engineer,-1,"Are you interested in building the future of healthcare and transforming the patient experience? Are you hopeful about what data and medical research can do to improve medicine? We’re looking for a Senior Data Engineer to ensure PatientIQ remains on the forefront of using data to drive positive healthcare outcomes.

As a core member of the Analytics department, you will be in a dynamic environment that is actively building the future versions of our automated data science platform - Analytics Autopilot. In addition, our team often works cross-functionally with the Engineering, Product, and Sales departments as PatientIQ scales its business. Your work will involve coming up with new software features, defining metrics, streamlining existing data processes, and mentoring other team members. We heavily value diligence, curiosity, and initiative, as those are key to unlocking the value of PatientIQ's data for our users and our decision-making. Your work will be impactful across the entire organization.

Role Responsibilities
Design, develop, and maintain ETL infrastructure to support the ingestion of external data sources
Work on a cross-functional team to design, develop, and maintain PatientIQ's internal reporting infrastructure
Understand data requirements and implement solutions for data science applications
Perform unit and integration testing
Mentor junior team members
Help scale PatientIQ's data strategy as the platform and business grows
Requirements

Ideal Qualifications
Experience designing, building, and maintaining ETL infrastructure in a production setting
BS/MS in Computer Science, Engineering, Mathematics, or related field
Proficient in Python or another object oriented programming language
Deep knowledge of SQL and at least one database technology
Experience with software development lifecycle processes and using version control systems (git), either from prior data engineering work or in a more traditional software engineering setting
Highly self-motivated with strong analytical problem-solving skills and attention to detail
Nice to Haves
Experience with workflow management systems such as luigi or airflow
Experience in machine learning and/or business intelligence
Experience with cloud technologies such as AWS, Google Cloud Platform, or Azure
Experience with ETL tools like Apache Kafka, Logstash, Segment, Informatica
Experience with automated machine learning technologies such as Amazon SageMaker or Google Cloud AutoML
Experience with cloud data warehouse platforms such as Snowflake, Qubole, etc.
Experience working in Healthcare, Finance or another regulated industry
Benefits
Great Benefits - top-notch health, dental and vision insurance. Additional perks available including 401K.
We are Mission Driven - our team is motivated to solve complex problems, drive medicine forward, and ultimately improve patient outcomes.
True Idea Meritocracy - great ideas win out. We encourage all team members to challenge the status quo because our mission demands this.
Flexible Time Off - we trust you to take the time you need when you feel it is appropriate, given your workload and responsibilities. No need to track it or save up.
World-Class Team - we’re at the top of our industry because of our employees. They’re the best investment we can make, and we never forget that.
Fast Growing - we are building the largest platform for healthcare providers, industry partners, researchers, and others to collaborate on the mission to improve patient outcomes.",-1,PatientIQ,"Chicago, IL",-1,-1,-1,-1,-1,-1
Big Data Architect,-1,"Our Client is a leader in data-driven marketing, named as one of the top 20 data integrators to watch and grow with. Our Client delivers insight and results to their customer with marketing expertise, technical and analytic capabilities, and a relentless focus on the customer. Business model based on driving lasting customer relationships and incremental brand revenue through integrated systems, online and offline CRM, real time predictive modeling, and data management.

The Big Data Architects primary responsibilities are to create and develop solution designs to integrate and ingest data from various resources, supporting Clientss internal big data ecosystem.

They will be responsible for defining the big data architectural blueprint under the supervision and collaboration with the Technology Solutions Director. The Architect will work closely with data engineers, cloud engineers, and data scientists to design and implement optimum solutions using best practices. They are responsible to ensure the data ecosystem is built to be highly scalable, responsive, and available.

The Big Data Architect oversees the implementation of data solutions by working with Clients onshore and offshore engineering teams to create ETL, batch, real-time, and automated processes. As part of the core Technology Solutions team the right candidate will heavily contribute to the teams coding and programming standards and ensure other team members are following the guidelines and standards.

Responsibilities:


Take ownership of data solutions from design and architecture perspective for projects in presales phase as well as on-going projects

Select and integrate any Big Data tools and frameworks required to provide requested capabilities. Can oversee the implementation by team members of said solutions

Design and implement ETL and automated processes

Monitor performance and advise of any necessary improvements and changes

Management of EMR clusters, Glue Jobs, Athena Tables, S3 data lakes; with all included services

Provide technical support to members of TS and SA team, as well as project support across client engagements

Work with geographically dispersed teams, embracing Agile and DevOps strategies for themselves and others while driving adoption to enable greater technology and business value

Stays current with relevant technology in order to maintain and/or improve functionality for authored applications

Assume other responsibilities as requested/required

Acts as a subject matter expert for systems worked on

Ensures Clients data solutions are using the latest versions and code base

Actively listen to and work with end users to gather feedback and input, and make suggestions and solutions based on said feedback

Requirements

Required Experience:
(7 years of relevant experience) or (5 years of relevant experience and an advanced degree in Computer Science/IT or related field)

Keen understanding of distributed computing principles
• Proficiency with Big Data frameworks such as Hadoop, Spark, MapReduce, HDFS.

Proven experience ingesting data from multiple data sources such as REST API, SFTP flat files, Streaming data etc.

Proven experience with Big Data querying tools such as Athena/Presto, Pig, Hive, and Impala

Proven experience with NoSQL databases, such as HBase, Cassandra, Redshift, DynamoDB

Proven experience with various ETL techniques and frameworks, such as Flume, Glue Jobs, Step Functions

Proven experience with Big Data ML toolkits, such as Mahout, SparkML, or H2O

Proven experience with AWS Lambda and leveraging it in various solutions such as Glue, Step Functions, CloudWatch, S3 Events, etc.

Strong experience with using Python scripts & libraries

Experience desired with Database Warehousing Design Concepts; Dimensional.
• Modeling, Star/Snowflake Schemas, ETL/ELT, Data Marts, Analytic Playgrounds, Reporting techniques

Experience working with Agile software development methodologies, namely Scrum

Proven experience with team collaboration, release management, system and performance monitoring

Ability to work well with people from many different disciplines and varying degrees of technical experience

Excellent analytical, problem resolution, organization and time management skills

Ability to handle multiple tasks at a time
• Demonstrated ability to have successfully completed multiple, complex technical projects and create high-level design and architecture of the solution, including class, sequence and deployment infrastructure diagrams

Prior experience with application delivery using an Onshore/Offshore model
• Experience with gathering end user requirements and writing technical documentation

Keyword: Hadoop, Spark, MapReduce, HDFS, REST, API, SFTP, Athena, Pig, Hive, Impala, NoSQL, HBase, Cassandra, Reddrift, DynamoDB

Benefits


We do have a full benefit package of medical/dental/vision insurance, disability, life, 401k employer match along with profit sharing and bonus. Optional benefits is AFLAC plans and FSA for medical or childcare.

Vacation, 5 Sick Days and 2 personal days with a total of about 30 days off within a year depending on when holidays fall. Included in that is the close of the office between Christmas and New Years.",-1,DSMHConsulting,"Schaumburg, IL",-1,-1,-1,-1,-1,-1
Senior Data Engineer,-1,"Candidate Responsibilities

Develop implementation patterns leveraging AWS technologies to support Understand business and technical requirements Develop Conceptual and
Logical Data Solution for data acquisition, data models and pipelines
Review Solution Data Designs, Models, Pipelines
Prototype New Solutions Technical guidance to data designers and
developers Solution Implementation Reviews Open to Chicago, IL as well.

Typical Day

Understand business and technical requirements Develop Conceptual and
Logical Data Solution for data acquisition, data models and pipelines
Review Solutions with Platform, Business, and Application teams

Requirements


Education Requirements:

B.S. in Computer Science, Information Systems, or related major or
equivalent IS / business experience. 10+ years experience designing,
implementing data persistance and processing solutions AWS
Certifications

Technical Skills

AWS Cloud Based Technologies for Data Processing and Persistance
(DynamoDB, S3, Aurora, Kinesis, SQS,SNS, Lambda, Fargate, Glue) Ability
to design and communicate solutions to meet business and technical
requirements Demonstrated Data Architecture and Design
for Big Data, Analytics, and applications

Soft Skills

Written and Verbal Communication Able to produce architecture and design artifacts in Visio and Office 365",-1,DSMHConsulting,"Chicago, IL",-1,-1,-1,-1,-1,-1
Staff Big Data Engineer,"$95K-$171K
(Glassdoor Est.)","Integral Ad Science (IAS) is a global technology and data company that builds verification, optimization, and analytics solutions for the advertising industry. Our technology handles hundreds of thousands of transactions per second; collects tens of billions of events each day; and evaluates thousands of data-points in real-time all while responding in just a few milliseconds.

We are looking for an experienced Big Data Engineer to join our Data Engineering team. This position will be the Senior technical resource driving architecture for the integration of large 3rd party partner integrations with companies like Facebook, Google and Twitter to name a few. The ideal candidate is naturally curious, dedicated, detail-oriented with a strong desire to work with awesome people in a highly collaborative environment. This position will require the ability to own and lead data initiatives on a cross-functional team.The ideal candidate is naturally curious, dedicated, detail-oriented with a strong desire to work with awesome people in a highly collaborative environment. You should be able to not take yourself too seriously as well. And most of all, you will enjoy working with great people who are changing the entire industry.

What you'll do:
Migrate existing data pipelines from on-prem regional data centers to AWS and GCP.
Architect a new modern event driven architecture with both batching and streaming
Adjust existing pipelines to fit the AWS processing model such as integration with S3, migrate to open source version of hadoop, adjustments to security model, etc...
Working on Big Data technologies such as Hadoop, MapReduce, Kafka, and/or Spark in columnar databases
Architect, design, code and maintain components for aggregating tens of billions of daily transactions
Lead the entire software lifecycle including hands-on development, code reviews, testing, deployment, and documentation for streaming and batch ETL's and RESTful API's
Partner and work closely with the QA Engineers to develop automated tests
Participate in training and mentoring of junior team members
You should apply if you have most of this:

(We have flexibility in this role to consider more, or marginally lesser, experience than requested below)
8+ years of experience designing and building data-intensive applications
5+ years architecting systems in a big data ecosystem using MapReduce, Spark, MPP Data Warehouses, and sql/nosql databases.
5+ years recent hands-on experience with object oriented languages (Java, Scala, Python)
5+ years Hands on experience building production level systems in a cloud environment (AWS or GCP)
Excellent interpersonal and communication skills in English
Proven experience leading the design and execution of event driven architectures for distributed systems
Experience designing systems for performance, scalability, and reliability
In-depth understanding of object oriented programming concepts
Low level working knowledge of collections, multi-threading, JVM memory model, etc.
Solid understanding of database fundamentals and SQL
Understanding the full software development life cycle, agile development and continuous integration
Ability to clearly communicate with team-members in a cross-matrix environment
What puts you over the top:
Built systems in a containerized environment with familiarity in Docker, ECS, Kubernetes
Exposure to Data Warehousing solutions like Snowflake and BigQuery
Prior ad tech experience
About Integral Ad Science

Integral Ad Science (IAS) is the global market leader in digital ad verification, offering technologies that drive high-quality advertising media. IAS equips advertisers and publishers with both the insight and technology to protect their advertising investments from fraud and unsafe environments as well as to capture consumer attention, and drive business outcomes. Founded in 2009, IAS is headquartered in New York with global operations in 18 offices across 13 countries. IAS is part of the Vista Equity Partners portfolio of software companies. For more on how IAS is powering great impressions for top publishers and advertisers around the world, visit integralads.com.

Equal Opportunity Employer:

IAS is an equal opportunity employer, committed to our diversity and inclusiveness. We will consider all qualified applicants without regard to race, color, nationality, gender, gender identity or expression, sexual orientation, religion, disability or age. We strongly encourage women, people of color, members of the LGBTQIA community, people with disabilities and veterans to apply.

California Applicant Pre-Collection Notice:

We collect personal information (PI) from you in connection with your application for employment or engagement with IAS, including the following categories of PI: identifiers, personal records, commercial information, professional or employment or engagement information, non-public education records, and inferences drawn from your PI. We collect your PI for our purposes, including performing services and operations related to your potential employment or engagement. For additional details or if you have questions, contact us at compliance@integralads.com.

To learn more about us, please visit http://integralads.com/ and https://muse.cm/2t8eGlN

Attention agency/3rd party recruiters: IAS does not accept any unsolicited resumes or candidate profiles. If you are interested in becoming an IAS recruiting partner, please send an email introducing your company to recruitingagencies@integralads.com. We will get back to you if there's interest in a partnership.",3.5,"Integral Ad Science
3.5","Chicago, IL",501 to 1000 Employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD)
Sr. Data Engineer,-1,"About Us:

Convr is a growing startup in the InsureTech space. Our d3 Underwriting Platform helps underwriters make better decisions more efficiently. As we continue to grow we are looking for leaders to help us scale not only our platform but our organization. This is an exciting role that will allow you to mentor, lead, and innovate.

The Role:

THIS POSITION WILL BE IN OUR SCHAUMBURG, IL OFFICE. WE CANNOT OFFER OUT OF STATE OPPORTUNITIES AT THIS TIME. As a Sr. Data Engineer, you will work closely with technical leadership and product managers to lead a team delivering the best solutions for our customers. You will develop a deep understanding of the people, technologies, and practices of your team(s), and apply your expertise to scale our teams and platform. You will innovate and push our technology further. You will teach and mentor our engineers to be more efficient, write quality code, and leverage best practices.

Your Responsibilities:
Be a high performer that produces production quality code that gets value to our customers
Enables scalability within our applications and services
Owns parts of our systems and innovates to create defensible depth in our products
Mentors our engineers to help further their technical skills
Technical Skills Demonstrated:
7+ Years in creating a production application / services
1+ Years as a team lead on a sprint team
1+ Years in Python
4+ Years with micro-services architecture
Understanding of data modeling and various data lake solutions
Built out data platforms that support multiple data sources
Worked on systems with high number of users (1000s - 1Ms)
ML and AI Experience
Owned Code all the way to production before
Experience with DevOps
Things that will help you succeed:
Passion for delivering value to customers
Enjoys solving complex data problems
Can evangelize Agile / Scrum framework to deliver this value
Quality is everything to you
Ownership! Takes ownership and responsibility for all things Convr
Test 1st Mindset
Education:

Bachelors Degree",-1,Convr,"Schaumburg, IL",-1,-1,-1,-1,-1,-1
Senior Pharmaceutical Development Scientist,-1,"Company Description

Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to make life and our environment safer, healthier and more sustainable. From the food you eat, to the water you drink, to the medicines you rely on, Eurofins works with the biggest companies in the world to ensure the products they supply are safe, their ingredients are authentic and labelling is accurate.Eurofins believes it is a global leader in food, environmental, pharmaceutical and cosmetics products testing and in agroscience CRO services. It is also one of the global independent market leaders in certain testing and laboratory services for genomics, discovery pharmacology, forensics, CDMO, advanced material sciences and in the support of clinical studies.

In over just 30 years, Eurofins has grown from one laboratory in Nantes, France to over 47,000 staff across a network of more than 900 independent companies in over 50 countries and operating more than 800 laboratories. Eurofins offers a portfolio of over 200,000 analytical methods to evaluate the safety, identity, composition, authenticity, origin, traceability and purity of biological substances and products, as well as providing innovative clinical diagnostic testing services, as one of the leading global emerging players in specialised clinical diagnostics testing.

In 2019, Eurofins generatedtotal revenues of EUR € 4.56 billion, and has been among the best performing stocks in Europe over the past 20 years.

Job Description

With supervision as required, proficiently performs all assigned chemistry techniques. Demonstrates a good understanding of scientific principals and their cause and effect on scientific outcomes. Practice of GMP/GLP is routine. Once appropriately trained, this individual may be designated as a notebook reviewer. Authors and may review others protocols, reports, specifications and test methods. Presents results at team meetings with interpretation. Acts as a coach to junior staff.
Proficiently performs all assigned laboratory techniques.
Independently develops analytical methods on a variety of analytical techniques and instrumentation.
Independently performs method validation by authoring protocols, reports and analytical methods and may review or critique others.
Experience in operating and troubleshooting the following instrumentation:
Ultra-High Performance Liquid Chromatography
Differential Scanning Calorimetry (DSC)
Size Exclusion Chromatography
Multi Angle Light Scattering (MALS)
Fourier Transform Infrared Spectroscopy (FTIR)
Asymmetrical Field- Flow Fractionation (AFFF)
Dynamic Light Scattering (DLS)
Tutors and trains others on troubleshooting analytical methods and instrumentation.
Routine practice of and compliance with GMP/GLP.
Designated notebook reviewer.
Generates, analyzes and presents scientific data at team meetings. Explains cause and effect relationships and may propose additional experiments to
prove/disprove hypotheses. Has a general understanding of the depth and breadth of drug development and can contribute to the scientific discussion during project team meetings.
Understand regulatory guidelines and can author protocols, reports and analytical test methods.
Generate and analyze scientific data and handle OOS’s (Out of Specification) with little difficulty.
Has a good understanding of different plant manufacturing processes and can plan bench studies that will translate into a manufacturing process while solving related compounding, solubility, etc. problems.
Qualifications
B.S. and 5 - 7 years of drug development/tech transfer/manufacturing experience or M.S. or Ph.D. and 2 - 3 years of drug development experience. Preferred education background in Analytical Chemistry, Pharmaceutics or similar discipline, however, extensive experience with analytical chemistry may be substituted for education.
Significant experience with the drug development process
Self-driven and self-motivated
Excellent communication skills
Track record of responsibility for multiple development projects
Strong analytical background
Liquid formulation experience is desirable
Product development experience in the pharmaceutical industry
Ability to meet deadlines
Authorization to work in the United States indefinitely without restriction or sponsorship
Additional Information

Position is full-time, Mon-Fri 8:00am-5:00pm. Candidates currently living within a commutable distance of Lake Forest, IL are encouraged to apply.
Excellent full time benefits including comprehensive medical coverage, dental, and vision options
Life and disability insurance
401(k) with company match
Paid vacation and holidays
Eurofins is a M/F, Disabled, and Veteran Equal Employment Opportunity and Affirmative Action employer.",-1,Eurofins USA PSS Insourcing Solutions,"Lake Forest, IL",-1,-1,-1,-1,-1,-1
